Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,Moeda,Valor_anuncio,Tipo_anuncio,Valor_anuncio_float
,Jardim Paulista,São Paulo,935,5,6,4,R$ 12.000.000,R$,12.000.000,,12000000.0
,Alto de Pinheiros,São Paulo,559,4,6,4,R$ 6.100.000,R$,6.100.000,,6100000.0
Rua Capital Federal,Sumaré,São Paulo,651,5,4,3,R$ 2.640.000,R$,2.640.000,,2640000.0
,Jardim Guedala,São Paulo,923,5,3,16,R$ 9.000.000,R$,9.000.000,,9000000.0
,Jardim América,São Paulo,485,5,3,3,R$ 8.200.000,R$,8.200.000,,8200000.0
,Jardim Leonor,São Paulo,855,4,6,6,R$ 5.990.000,R$,5.990.000,,5990000.0
,Cidade Jardim,São Paulo,415,2,2,4,R$ 3.000.000,R$,3.000.000,,3000000.0
,Jardim Paulista,São Paulo,940,5,6,4,R$ 12.000.000,R$,12.000.000,,12000000.0
,Alto de Pinheiros,São Paulo,564,4,6,4,R$ 6.100.000,R$,6.100.000,,6100000.0
Rua Rodrigo Vieira,Jardim Vila Mariana,São Paulo,235,4,4,2,R$ 1.700.000,R$,1.700.000,,1700000.0
,Instituto de Previdência,São Paulo,450,5,5,3,R$ 1.355.010,R$,1.355.010,,1355010.0
Rua Catuicara,Jardim Novo Mundo,São Paulo,220,4,5,3,R$ 2.700.000,R$,2.700.000,,2700000.0
Rua Grécia,Jardim Europa,São Paulo,265,5,6,4,R$ 4.800.000,R$,4.800.000,,4800000.0
Rua General Fonseca Teles,Jardim Paulista,São Paulo,420,3,7,3,R$ 8.700.000,R$,8.700.000,,8700000.0
Rua Dom Tomás Costa e Lima,Vila Tramontano,São Paulo,600,3,6,8,R$ 4.900.000,R$,4.900.000,,4900000.0
Rua Adalívia de Toledo,Paineiras do Morumbi,São Paulo,500,4,4,5,R$ 2.500.000,R$,2.500.000,,2500000.0
,Paineiras do Morumbi,São Paulo,815,4,3,4,R$ 3.000.000,R$,3.000.000,,3000000.0
"Rua Margarida Galvão, 00 ",Paineiras do Morumbi,São Paulo,580,3,4,6,R$ 4.100.000,R$,4.100.000,,4100000.0
,Vila Campo Grande,São Paulo,234,2,3,1,R$ 420.000,R$,420.000,,420000.0
,Jardim Ana Maria,São Paulo,496,4,5,8,R$ 4.600.000,R$,4.600.000,,4600000.0
"Rua Thereza Masironi Gonfiantini, 244 ",Vila Nova Alba,São Paulo,152,3,3,2,R$ 500.000,R$,500.000,,500000.0
,Vila Nova Caledonia,São Paulo,305,4,4,4,R$ 1.600.000,R$,1.600.000,,1600000.0
Rua Maracaibo,Jardim Everest,São Paulo,605,3,7,6,R$ 4.950.000,R$,4.950.000,,4950000.0
Rua Barão do Bananal,Vila Pompéia,São Paulo,111,3,2,2,R$ 920.000,R$,920.000,,920000.0
Travessa Doutor Ezequiel Antunes de Oliveira,Vila Nova Conceição,São Paulo,175,3,4,3,R$ 2.690.000,R$,2.690.000,,2690000.0
,Vila Madalena,São Paulo,335,3,3,2,R$ 5.800.000,R$,5.800.000,,5800000.0
,Pacaembu,São Paulo,1176,5,7,10,R$ 16.000.000,R$,16.000.000,,16000000.0
,Campo Belo,São Paulo,385,3,4,5,R$ 2.800.000,R$,2.800.000,,2800000.0
Rua Abegoaria,Pinheiros,São Paulo,691,4,6,6,R$ 5.800.000,R$,5.800.000,,5800000.0
Rua Pedro Osório Filho,Vila Nova Cachoeirinha,São Paulo,185,3,3,2,R$ 650.000,R$,650.000,,650000.0
,Jardim Trussardi,São Paulo,245,3,4,4,R$ 3.000.000,R$,3.000.000,,3000000.0
Alameda dos Guatás,Saúde,São Paulo,95,2,4,2,R$ 750.000,R$,750.000,,750000.0
,Pacaembu,São Paulo,525,6,6,5,R$ 2.500.000,R$,2.500.000,,2500000.0
"Rua Conde de Irajá, 208 ",Vila Mariana,São Paulo,369,3,1,3,R$ 1.950.000,R$,1.950.000,,1950000.0
Rua Professor João Marinho,Vila Mariana,São Paulo,165,3,4,2,R$ 1.490.000,R$,1.490.000,,1490000.0
"Rua Doutor José Maria Whitaker, 0 ",Vila Sônia,São Paulo,259,3,3,2,R$ 1.500.000,R$,1.500.000,,1500000.0
"Rua Ulisses Cruz, 106 ",Tatuapé,São Paulo,117,2,1,1,R$ 495.000,R$,495.000,,495000.0
"Rua Acruás, 188 ",Vila Congonhas,São Paulo,158,2,1,2,R$ 1.200.000,R$,1.200.000,,1200000.0
Avenida Professor Frederico Herman Júnior,Alto de Pinheiros,São Paulo,347,5,5,5,R$ 3.500.000,R$,3.500.000,,3500000.0
"Rua Vicente Biondo, 216 ",Vila Ester (Zona Norte),São Paulo,226,3,1,4,R$ 670.000,R$,670.000,,670000.0
"Rua Caetano José Batista, 202 ",Jardim das Acácias,São Paulo,150,3,1,2,R$ 691.000,R$,691.000,,691000.0
"Rua Xavier da Veiga, 109 ",Santana,São Paulo,300,4,2,4,R$ 1.596.000,R$,1.596.000,,1596000.0
"Rua Professor Oliveira Fausto, 260 ",Alto da Mooca,São Paulo,360,4,1,4,R$ 1.600.000,R$,1.600.000,,1600000.0
"Rua Japuanga, 265 ",Vila Ida,São Paulo,400,3,1,5,R$ 4.043.000,R$,4.043.000,,4043000.0
"Rua Simpatia, 81 ",Jardim das Bandeiras,São Paulo,250,2,1,6,R$ 2.000.000,R$,2.000.000,,2000000.0
"Rua Baturité, 38 ",Aclimação,São Paulo,208,3,1,3,R$ 1.383.000,R$,1.383.000,,1383000.0
"Rua Oscar Caravelas, 60 ",Sumarezinho,São Paulo,324,6,2,4,R$ 1.800.000,R$,1.800.000,,1800000.0
"Rua Laurindo de Brito, 468 ",Lapa,São Paulo,260,3,2,4,R$ 1.200.000,R$,1.200.000,,1200000.0
"Rua Timbó, 130 ",Mooca,São Paulo,170,3,1,2,R$ 1.000.000,R$,1.000.000,,1000000.0
"Rua Frei Juan Auli, 90 ",Jardim Patente,São Paulo,150,2,3,5,R$ 455.000,R$,455.000,,455000.0
"Avenida Piassanguaba, 1009 ",Planalto Paulista,São Paulo,182,3,1,2,R$ 980.000,R$,980.000,,980000.0
Rua Boquim,Vila Ida,São Paulo,235,3,3,5,R$ 2.500.000,R$,2.500.000,,2500000.0
"Rua Gil Fernandes, 366 ",Bosque da Saúde,São Paulo,388,3,4,4,R$ 1.700.000,R$,1.700.000,,1700000.0
Rua Gregório Paes de Almeida,Vila Madalena,São Paulo,400,4,5,6,R$ 2.490.000,R$,2.490.000,,2490000.0
,Brooklin Paulista,São Paulo,420,4,4,3,R$ 3.000.000,R$,3.000.000,,3000000.0
Rua Lourenço Castanho,Vila Nova Conceição,São Paulo,177,3,4,3,R$ 2.850.000,R$,2.850.000,,2850000.0
Rua Prestes João,Jardim Luzitânia,São Paulo,550,2,5,5,R$ 7.000.000,R$,7.000.000,,7000000.0
"Rua Martins Bonilha, 21 ",Alto da Mooca,São Paulo,175,6,3,2,R$ 1.300.000,R$,1.300.000,,1300000.0
Rua Manuel Navarro,Jardim Guedala,São Paulo,595,5,7,5,R$ 5.500.000,R$,5.500.000,,5500000.0
"Rua Antônio de Gouveia Giudice, 1585 ",Alto de Pinheiros,São Paulo,483,5,1,4,R$ 5.000.000,R$,5.000.000,,5000000.0
Rua Honduras,Jardim Paulista,São Paulo,500,4,6,8,R$ 7.000.000,R$,7.000.000,,7000000.0
,Cidade Jardim,São Paulo,450,3,2,4,R$ 3.000.000,R$,3.000.000,,3000000.0
Rua Paris,Sumaré,São Paulo,150,3,3,2,R$ 1.200.000,R$,1.200.000,,1200000.0
,Jardim Paulista,São Paulo,220,3,5,2,R$ 4.950.000,R$,4.950.000,,4950000.0
"Rua Pedro Mainente, 108 ",Parque dos Príncipes,São Paulo,173,3,2,4,R$ 750.000,R$,750.000,,750000.0
,Alto de Pinheiros,São Paulo,340,4,4,4,R$ 4.500.000,R$,4.500.000,,4500000.0
"Rua Capital Federal, 799 ",Sumaré,São Paulo,230,4,2,1,R$ 1.500.000,R$,1.500.000,,1500000.0
,Boaçava,São Paulo,427,5,8,6,R$ 4.500.000,R$,4.500.000,,4500000.0
"Rua Engenheiro Pedro Garcin, 190 ",Vila Antônio,São Paulo,115,2,1,2,R$ 480.000,R$,480.000,,480000.0
,Boaçava,São Paulo,327,5,4,4,R$ 3.000.000,R$,3.000.000,,3000000.0
Rua Mário Guastini,Pinheiros,São Paulo,705,5,7,5,R$ 9.500.000,R$,9.500.000,,9500000.0
Rua Domingos Lopes,Campo Belo,São Paulo,150,3,3,2,R$ 900.000,R$,900.000,,900000.0
Rua Jardim Hollywood,Santana,São Paulo,250,4,4,5,R$ 1.750.000,R$,1.750.000,,1750000.0
Rua Ática,Jardim Brasil (Zona Sul),São Paulo,179,3,4,1,R$ 599.000,R$,599.000,,599000.0
"Rua Ajurapéia, 65 ",Vila Madalena,São Paulo,215,3,1,2,R$ 1.050.000,R$,1.050.000,,1050000.0
,Jardim Leonor,São Paulo,496,4,8,4,R$ 3.100.000,R$,3.100.000,,3100000.0
Avenida Iraí,Indianópolis,São Paulo,425,4,7,4,R$ 1.800.000,R$,1.800.000,,1800000.0
Rua Nova Orleans,Brooklin Paulista,São Paulo,155,2,3,4,R$ 1.590.000,R$,1.590.000,,1590000.0
Rua Maria Teresa Assunção,Vila São Geraldo,São Paulo,165,3,3,2,R$ 636.000,R$,636.000,,636000.0
Rua Vicente Romano,Parque da Mooca,São Paulo,346,4,3,4,R$ 2.300.000,R$,2.300.000,,2300000.0
Rua Manuel Galvão,Mooca,São Paulo,111,3,3,2,R$ 450.000,R$,450.000,,450000.0
,Jardim América,São Paulo,820,4,6,4,R$ 25.500.000,R$,25.500.000,,25500000.0
,Jardim Guedala,São Paulo,565,4,6,3,R$ 6.800.000,R$,6.800.000,,6800000.0
Rua Stefan Marek Neuding,Jardim Sílvia (Zona Oeste),São Paulo,1648,4,8,10,R$ 4.495.000,R$,4.495.000,,4495000.0
Rua Alemanha,Jardim Europa,São Paulo,605,4,4,7,R$ 13.500.000,R$,13.500.000,,13500000.0
"Rua Kalil Filho, 157 ",Indianópolis,São Paulo,230,3,2,2,R$ 1.850.000,R$,1.850.000,,1850000.0
Rua Pau Brasil,Boaçava,São Paulo,301,3,2,5,R$ 2.750.000,R$,2.750.000,,2750000.0
,Vila Cordeiro,São Paulo,205,4,6,4,R$ 3.600.000,R$,3.600.000,,3600000.0
,Jardim Monte Kemel,São Paulo,163,2,1,1,R$ 480.000,R$,480.000,,480000.0
Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo,205,2,3,2,R$ 2.900.000,R$,2.900.000,,2900000.0
"Rua Abagiba, 495 ",Saúde,São Paulo,180,2,1,2,R$ 745.000,R$,745.000,,745000.0
,Boaçava,São Paulo,488,5,7,6,R$ 4.250.000,R$,4.250.000,,4250000.0
,Jardim dos Estados,São Paulo,500,4,5,5,R$ 4.900.000,R$,4.900.000,,4900000.0
Rua Benedito Chaves,Jardim Paulistano,São Paulo,433,5,4,8,R$ 6.500.000,R$,6.500.000,,6500000.0
,Jardim Leonor,São Paulo,560,4,5,4,R$ 4.750.000,R$,4.750.000,,4750000.0
Rua Leopoldo Fróes,Alto da Mooca,São Paulo,170,3,3,5,R$ 950.000,R$,950.000,,950000.0
"Rua Colatino Marques, 214 ",Jardim Paulista,São Paulo,548,4,6,6,R$ 6.200.000,R$,6.200.000,,6200000.0
Rua General Euclides Figueiredo,Morumbi,São Paulo,455,4,5,6,R$ 1.580.000,R$,1.580.000,,1580000.0
Rua França,Jardim Europa,São Paulo,957,3,7,10,R$ 22.000.000,R$,22.000.000,,22000000.0
Rua Iraci,Jardim Paulistano,São Paulo,250,3,3,3,R$ 2.100.000,R$,2.100.000,,2100000.0
Rua General Euclides Figueiredo,Morumbi,São Paulo,460,4,5,6,R$ 1.580.000,R$,1.580.000,,1580000.0
Rua França,Jardim Europa,São Paulo,957,3,7,10,R$ 22.000.000,R$,22.000.000,,22000000.0
Rua Iraci,Jardim Paulistano,São Paulo,255,3,3,3,R$ 2.100.000,R$,2.100.000,,2100000.0
Rua Comendador Bichara Moherdauí,Jardim Leonor,São Paulo,798,5,7,8,R$ 4.950.000,R$,4.950.000,,4950000.0
,Alto de Pinheiros,São Paulo,380,4,5,5,R$ 5.200.000,R$,5.200.000,,5200000.0
Largo Mestre de Aviz,Jardim Luzitânia,São Paulo,459,4,6,4,R$ 3.850.000,R$,3.850.000,,3850000.0
"Rua Macejana, 39 ",Indianópolis,São Paulo,89,3,1,2,R$ 638.500,R$,638.500,,638500.0
,Vila São Silvestre,São Paulo,168,3,1,4,R$ 900.000,R$,900.000,,900000.0
,Retiro Morumbi,São Paulo,2100,7,14,12,R$ 19.800.000,R$,19.800.000,,19800000.0
Rua Escócia,Pinheiros,São Paulo,601,4,5,4,R$ 8.500.000,R$,8.500.000,,8500000.0
,Morumbi,São Paulo,713,5,7,8,R$ 4.000.000,R$,4.000.000,,4000000.0
"Rua Monsanto, 62 ",Pinheiros,São Paulo,420,4,4,6,R$ 2.900.000,R$,2.900.000,,2900000.0
Rua João Bizarro da Nave,Vila Diva (Zona Leste),São Paulo,178,3,1,3,R$ 450.000,R$,450.000,,450000.0
,Vila Ida,São Paulo,428,7,6,4,R$ 3.300.000,R$,3.300.000,,3300000.0
,Jardim América,São Paulo,170,2,3,2,R$ 2.300.000,R$,2.300.000,,2300000.0
"Rua Gustavo Teixeira, 55 ",Pacaembu,São Paulo,350,3,2,4,R$ 2.700.000,R$,2.700.000,,2700000.0
,Chácara Tatuapé,São Paulo,150,3,2,2,R$ 640.000,R$,640.000,,640000.0
,Boaçava,São Paulo,540,4,5,6,R$ 5.000.000,R$,5.000.000,,5000000.0
Rua Sanharó,Jardim Guedala,São Paulo,420,3,6,6,R$ 3.500.000,R$,3.500.000,,3500000.0
"Rua das Fiandeiras, 157 ",Vila Olímpia,São Paulo,141,2,2,1,R$ 1.500.000,R$,1.500.000,,1500000.0
,Alto de Pinheiros,São Paulo,490,4,6,5,R$ 3.800.000,R$,3.800.000,,3800000.0
,Vila Ida,São Paulo,380,4,5,4,R$ 3.650.000,R$,3.650.000,,3650000.0
Rua Duartina,Sumaré,São Paulo,402,4,4,4,R$ 3.800.000,R$,3.800.000,,3800000.0
Rua Manoel Jacinto do Rego,Vila Romana,São Paulo,191,3,3,2,R$ 1.150.000,R$,1.150.000,,1150000.0
,Jardim Leonor,São Paulo,621,4,4,15,R$ 6.900.000,R$,6.900.000,,6900000.0
,Vila Ida,São Paulo,462,5,6,6,R$ 5.320.000,R$,5.320.000,,5320000.0
Rua Tefé,Sumaré,São Paulo,452,3,4,2,R$ 2.300.000,R$,2.300.000,,2300000.0
Rua Antônio São Paulolendore,Interlagos,São Paulo,280,3,5,8,R$ 2.050.000,R$,2.050.000,,2050000.0
,Jardim Europa,São Paulo,878,4,6,8,R$ 15.499.000,R$,15.499.000,,15499000.0
Rua Argentina,Jardim América,São Paulo,880,3,5,10,R$ 20.000.000,R$,20.000.000,,20000000.0
Rua Vieira de Morais,Campo Belo,São Paulo,116,3,2,1,R$ 890.000,R$,890.000,,890000.0
"Rua Costa Aguiar, 2434 ",Ipiranga,São Paulo,219,3,1,1,R$ 1.172.000,R$,1.172.000,,1172000.0
"Avenida das Corujas, 214 ",Sumarezinho,São Paulo,110,3,1,4,R$ 2.021.300,R$,2.021.300,,2021300.0
,Planalto Paulista,São Paulo,250,4,6,4,R$ 1.915.000,R$,1.915.000,,1915000.0
"Rua Ulisses Esteves Costa, 39 ",Santana,São Paulo,305,3,3,2,R$ 1.700.000,R$,1.700.000,,1700000.0
"Rua Humberto I, 1046 ",Vila Mariana,São Paulo,300,3,3,5,R$ 1.800.000,R$,1.800.000,,1800000.0
"Rua Irmão Gonçalo, 31 ",Jardim das Bandeiras,São Paulo,810,6,5,8,R$ 5.700.000,R$,5.700.000,,5700000.0
,Jardim Morumbi,São Paulo,450,4,7,7,R$ 1.950.000,R$,1.950.000,,1950000.0
,Lar São Paulo,São Paulo,586,4,4,5,R$ 1.680.000,R$,1.680.000,,1680000.0
"Rua Lauro Freire, 42 ",Jardim Celeste,São Paulo,120,3,1,2,R$ 638.500,R$,638.500,,638500.0
,Vila Nova Conceição,São Paulo,170,3,5,3,R$ 2.300.000,R$,2.300.000,,2300000.0
,Jardim Paulista,São Paulo,231,2,2,2,R$ 4.570.000,R$,4.570.000,,4570000.0
,Jardim América,São Paulo,650,5,6,4,R$ 6.000.000,R$,6.000.000,,6000000.0
Rua Lessing,Chácara Belenzinho,São Paulo,90,3,2,1,R$ 452.000,R$,452.000,,452000.0
,Vila Tramontano,São Paulo,465,4,5,4,R$ 3.500.000,R$,3.500.000,,3500000.0
Rua Elias Cutait,Cidade Jardim,São Paulo,280,3,1,3,R$ 3.500.000,R$,3.500.000,,3500000.0
"Rua Damiana da Cunha, 70 ",Santa Teresinha,São Paulo,382,3,1,5,R$ 1.908.000,R$,1.908.000,,1908000.0
Rua Cordisburgo,Jardim Leonor,São Paulo,550,4,1,6,R$ 3.310.000,R$,3.310.000,,3310000.0
Rua Anatólia,Boaçava,São Paulo,650,3,5,2,R$ 8.000.000,R$,8.000.000,,8000000.0
Rua Demóstenes,Campo Belo,São Paulo,253,3,2,4,R$ 1.950.000,R$,1.950.000,,1950000.0
Avenida Ireré,Planalto Paulista,São Paulo,337,3,4,10,R$ 2.150.000,R$,2.150.000,,2150000.0
Avenida Itacira,Planalto Paulista,São Paulo,361,4,6,4,R$ 2.300.000,R$,2.300.000,,2300000.0
Rua Nigéria,Itaim Bibi,São Paulo,197,2,4,3,R$ 2.565.000,R$,2.565.000,,2565000.0
Rua Marechal Bitencourt,Jardim Paulista,São Paulo,900,5,4,12,R$ 15.000.000,R$,15.000.000,,15000000.0
Rua dos Pássaros,Mooca,São Paulo,117,3,3,3,R$ 1.277.000,R$,1.277.000,,1277000.0
"Rua VeSão Pauloasiano, 556 ",Vila Romana,São Paulo,550,4,2,6,R$ 2.980.000,R$,2.980.000,,2980000.0
,Santo Amaro,São Paulo,164,4,3,2,R$ 905.000,R$,905.000,,905000.0
"Rua Fernão Dias, 217 ",Pinheiros,São Paulo,220,6,2,4,R$ 1.750.000,R$,1.750.000,,1750000.0
Rua Doutor Octávio de Oliveira Santos,Brooklin Paulista,São Paulo,190,4,3,3,R$ 1.350.000,R$,1.350.000,,1350000.0
Rua Jovina,Vila Mascote,São Paulo,170,4,4,3,R$ 950.000,R$,950.000,,950000.0
"Rua Francisco Correia Dutra, 209 ",Jardim Maria Luiza,São Paulo,94,2,2,2,R$ 429.000,R$,429.000,,429000.0
Rua Ytaipu,Mirandópolis,São Paulo,200,2,1,2,R$ 915.000,R$,915.000,,915000.0
,Cidade Jardim,São Paulo,1000,4,6,8,R$ 10.000.000,R$,10.000.000,,10000000.0
Rua João Lourenço,Moema,São Paulo,470,4,4,4,R$ 7.500.000,R$,7.500.000,,7500000.0
,Pacaembu,São Paulo,358,3,5,4,R$ 3.900.000,R$,3.900.000,,3900000.0
,Jardim Guedala,São Paulo,933,4,7,9,R$ 8.600.000,R$,8.600.000,,8600000.0
,Granja Julieta,São Paulo,487,4,4,4,R$ 4.400.000,R$,4.400.000,,4400000.0
,Planalto Paulista,São Paulo,439,4,4,5,R$ 3.900.000,R$,3.900.000,,3900000.0
,Jardim Paulistano,São Paulo,250,3,3,3,R$ 2.100.000,R$,2.100.000,,2100000.0
,Vila Tramontano,São Paulo,580,4,6,6,R$ 2.900.000,R$,2.900.000,,2900000.0
,Boaçava,São Paulo,419,3,5,4,R$ 4.800.000,R$,4.800.000,,4800000.0
Rua General Sena Vasconcelos,Jardim Guedala,São Paulo,500,4,3,5,R$ 2.500.000,R$,2.500.000,,2500000.0
,Jardim Europa,São Paulo,400,5,2,4,R$ 8.790.000,R$,8.790.000,,8790000.0
Rua Principado de Mônaco,Pacaembu,São Paulo,360,4,5,3,R$ 3.100.000,R$,3.100.000,,3100000.0
Rua Caucaia do Alto,Vila Albertina,São Paulo,497,3,3,5,R$ 920.000,R$,920.000,,920000.0
,Instituto de Previdência,São Paulo,306,4,4,3,R$ 1.790.000,R$,1.790.000,,1790000.0
Rua Cuxiponês,Jardim Vera Cruz,São Paulo,160,3,2,3,R$ 1.350.000,R$,1.350.000,,1350000.0
Rua Alemanha,Jardim Europa,São Paulo,551,3,5,3,R$ 7.700.000,R$,7.700.000,,7700000.0
,Real Parque,São Paulo,450,5,6,4,R$ 3.600.000,R$,3.600.000,,3600000.0
Rua Antônio Mariani,Instituto de Previdência,São Paulo,326,3,5,2,R$ 1.050.000,R$,1.050.000,,1050000.0
Rua Grécia,Jardim Europa,São Paulo,650,5,5,4,R$ 10.000.000,R$,10.000.000,,10000000.0
,Instituto de Previdência,São Paulo,245,3,4,4,R$ 990.000,R$,990.000,,990000.0
Rua José Ferreira da Rocha Filho,Jardim Monte Kemel,São Paulo,130,3,4,2,R$ 775.000,R$,775.000,,775000.0
Rua Apeu,Vila Brasílio Machado,São Paulo,293,4,6,3,R$ 2.500.000,R$,2.500.000,,2500000.0
Avenida Amarilis,Cidade Jardim,São Paulo,661,4,7,8,R$ 5.900.000,R$,5.900.000,,5900000.0
Rua Inocêncio Nogueira,Cidade Jardim,São Paulo,727,6,2,7,R$ 5.800.000,R$,5.800.000,,5800000.0
Avenida Ceci,Planalto Paulista,São Paulo,350,4,4,3,R$ 2.500.000,R$,2.500.000,,2500000.0
"Rua Aperca, 409 ",Boaçava,São Paulo,1074,4,4,6,R$ 8.000.000,R$,8.000.000,,8000000.0
Rua Pirapó,Jardim Guedala,São Paulo,550,4,6,8,R$ 4.200.000,R$,4.200.000,,4200000.0
"Rua dos Otonis, 289 ",Vila Clementino,São Paulo,220,4,2,7,R$ 2.350.000,R$,2.350.000,,2350000.0
,Brooklin Paulista,São Paulo,116,3,4,2,R$ 850.000,R$,850.000,,850000.0
,Vila Madalena,São Paulo,337,3,3,4,R$ 5.800.000,R$,5.800.000,,5800000.0
Rua Francisco Riva,Conjunto Habitacional Barreira Grande,São Paulo,132,3,1,2,R$ 350.000,R$,350.000,,350000.0
"Rua Marambá, 35 ",Água Fria,São Paulo,200,4,4,5,R$ 1.270.000,R$,1.270.000,,1270000.0
"Rua Ytaipu, 489 ",Mirandópolis,São Paulo,270,4,3,3,R$ 1.790.000,R$,1.790.000,,1790000.0
Rua José Vicente de Azevedo,Vila Mariana,São Paulo,240,3,4,6,R$ 1.900.000,R$,1.900.000,,1900000.0
Rua Jati,Planalto Paulista,São Paulo,289,3,4,2,R$ 1.500.000,R$,1.500.000,,1500000.0
"Rua Juréia, 355 ",Chácara Inglesa,São Paulo,125,2,1,2,R$ 851.000,R$,851.000,,851000.0
"Rua Tomé Portes, 555 ",Brooklin Paulista,São Paulo,480,4,4,3,R$ 1.900.000,R$,1.900.000,,1900000.0
Rua Abegoaria,Jardim das Bandeiras,São Paulo,686,4,8,6,R$ 4.990.000,R$,4.990.000,,4990000.0
,Jardim Europa,São Paulo,230,3,4,2,R$ 2.700.000,R$,2.700.000,,2700000.0
Rua Tomás Lopes Ferreira,Parque São Domingos,São Paulo,240,3,3,5,R$ 900.000,R$,900.000,,900000.0
Rua Padre Raposo,Mooca,São Paulo,135,2,3,2,R$ 692.000,R$,692.000,,692000.0
,Sumarezinho,São Paulo,251,4,2,4,R$ 1.700.000,R$,1.700.000,,1700000.0
Rua Leandro de Carvalho,Vila Monumento,São Paulo,200,3,5,1,R$ 1.030.000,R$,1.030.000,,1030000.0
Rua Porangaba,Bosque da Saúde,São Paulo,172,2,3,4,R$ 930.000,R$,930.000,,930000.0
"Rua Ministro Eduardo de Campos Maia, 123 ",Jardim Bonfiglioli,São Paulo,170,3,3,3,R$ 1.100.000,R$,1.100.000,,1100000.0
,Jardim Paulista,São Paulo,420,3,4,3,R$ 9.200.000,R$,9.200.000,,9200000.0
"Rua Bento de Faria, 220 ",Bosque da Saúde,São Paulo,500,5,8,7,R$ 2.780.000,R$,2.780.000,,2780000.0
Rua São Samuel,Vila Mariana,São Paulo,500,4,3,5,R$ 4.000.000,R$,4.000.000,,4000000.0
Avenida Morumbi,Morumbi,São Paulo,680,3,5,6,R$ 2.500.000,R$,2.500.000,,2500000.0
,Jardim Guedala,São Paulo,900,4,6,10,R$ 6.500.000,R$,6.500.000,,6500000.0
,Alto de Pinheiros,São Paulo,670,5,7,7,R$ 15.000.000,R$,15.000.000,,15000000.0
Rua Tuiucuê,Jardim da Saúde,São Paulo,450,6,7,4,R$ 1.800.000,R$,1.800.000,,1800000.0
Rua Antônio Peres Mulla,Vila Carrão,São Paulo,85,3,2,1,R$ 480.000,R$,480.000,,480000.0
"Rua Montevidéu, 00 ",Bela Aliança,São Paulo,298,3,4,5,R$ 2.490.000,R$,2.490.000,,2490000.0
"Rua Acarapé, 364 ",Chácara Inglesa,São Paulo,400,3,3,2,R$ 1.385.000,R$,1.385.000,,1385000.0
"Rua Rubi, 76 ",Vila do Encontro,São Paulo,395,4,2,3,R$ 2.400.000,R$,2.400.000,,2400000.0
"Rua Asfaltite, 63 ",Vila Formosa,São Paulo,120,2,3,1,R$ 580.000,R$,580.000,,580000.0
Rua Guapiaçu,Vila Clementino,São Paulo,250,2,2,1,R$ 800.000,R$,800.000,,800000.0
Rua Doutor João Pinheiro,Jardim Paulista,São Paulo,450,3,4,2,R$ 5.700.000,R$,5.700.000,,5700000.0
Rua Doutor Carlos Norberto de Souza Aranha,Alto de Pinheiros,São Paulo,379,4,6,5,R$ 4.787.000,R$,4.787.000,,4787000.0
,Jardim Guedala,São Paulo,335,3,3,4,R$ 2.800.000,R$,2.800.000,,2800000.0
Rua Enrico de Martino,Jardim Leonor,São Paulo,750,4,7,8,R$ 4.500.000,R$,4.500.000,,4500000.0
,Alto de Pinheiros,São Paulo,413,4,7,4,R$ 5.300.000,R$,5.300.000,,5300000.0
Rua José de Cristo Moreira,Vila Morumbi,São Paulo,525,4,6,4,R$ 2.950.000,R$,2.950.000,,2950000.0
,Jardim Cordeiro,São Paulo,850,4,6,6,R$ 7.500.000,R$,7.500.000,,7500000.0
"Rua Raul de Morais Vítor, 120 ",Vila Albertina,São Paulo,150,5,6,2,R$ 498.000,R$,498.000,,498000.0
,Jardim Leonor,São Paulo,875,4,7,6,R$ 5.000.000,R$,5.000.000,,5000000.0
Rua Bacopari,Boaçava,São Paulo,419,3,4,4,R$ 4.800.000,R$,4.800.000,,4800000.0
Alameda Sorimãs,Planalto Paulista,São Paulo,380,3,5,3,R$ 1.700.000,R$,1.700.000,,1700000.0
,Jardim Europa,São Paulo,953,3,7,10,R$ 22.000.000,R$,22.000.000,,22000000.0
,Vila Ida,São Paulo,234,3,5,5,R$ 2.350.000,R$,2.350.000,,2350000.0
,Jardim Vila Mariana,São Paulo,160,3,4,4,R$ 1.100.000,R$,1.100.000,,1100000.0
"Rua Ernesto Nazaré, 762 ",Alto de Pinheiros,São Paulo,480,4,5,7,R$ 3.900.000,R$,3.900.000,,3900000.0
,Jardim Paulista,São Paulo,180,3,2,1,R$ 3.000.000,R$,3.000.000,,3000000.0
,Alto de Pinheiros,São Paulo,520,3,3,4,R$ 5.300.000,R$,5.300.000,,5300000.0
"Rua Boa ESão Pauloerança do Sul, 57 ",Jardim Guedala,São Paulo,406,4,4,3,R$ 2.700.000,R$,2.700.000,,2700000.0
Rua Joaquim Nabuco,Brooklin Paulista,São Paulo,278,4,6,3,R$ 2.500.000,R$,2.500.000,,2500000.0
,Alto de Pinheiros,São Paulo,340,5,4,4,R$ 2.540.000,R$,2.540.000,,2540000.0
,Jardim Guedala,São Paulo,681,2,3,6,R$ 2.300.000,R$,2.300.000,,2300000.0
Rua Aperca,Boaçava,São Paulo,944,5,8,8,R$ 8.000.000,R$,8.000.000,,8000000.0
